ID #,Date,Link,Question,Quote
5449,2/25/17,http://dalneitzel.com/2017/02/25/scrapbook-one-hundred-sixty-six-2/," I‰Ûªve read that you wrote the book and set the treasure hunt to get kids off their little texting machines and outside to smell the sunshine.  Apart from this, are there any other important messages that you wanted to get across?  (Comment: Posted on Dal's site on 2/27/2017, but interview was from May 2015)","Yes, I have two daughters who are in their 50s and don‰Ûªt know who Clark Gable was. I wanted them to know that their great great grandmother watched Comanche Indians run through her barnyard in Ft. Worth trying to catch chickens."
5456,2/25/17,http://dalneitzel.com/2017/02/25/scrapbook-one-hundred-sixty-six-2/,"You have said some things in scrapbook entries that seem too bizarre to be true, like the fact that you keep your jeans on when you shower.  Are you at times just pulling people‰Ûªs legs? (Comment: Posted on Dal's site on 2/27/2017, but interview was from May 2015)","Yes, I didn‰Ûªt think that comment would fool many people. I was trying to make a point."
5463,2/25/17,http://dalneitzel.com/2017/02/25/scrapbook-one-hundred-sixty-six-2/,"Last month, you indicated that still nobody has correctly solved beyond the first two clues.  Is this correct?  Still nobody has solved beyond the first two clues? (Comment: Posted on Dal's site on 2/27/2017, but interview was from May 2015)",Very few people tell me exactly where they are searching so there is no way for me to know. Some searchers have been within 200 feet.
5470,2/25/17,http://dalneitzel.com/2017/02/25/scrapbook-one-hundred-sixty-six-2/,"Without saying how you know, you have offered reassurance that you know the treasure is still in its hiding spot. Is there any method planned for hunters to obtain this reassurance after your death?  (Comment: Posted on Dal's site on 2/27/2017, but interview was from May 2015)",No sir.
5477,2/25/17,http://dalneitzel.com/2017/02/25/scrapbook-one-hundred-sixty-six-2/,"Do you intend to keep releasing occasional small hints for as long as you live? Have you made any plans for clues to continue surfacing after your death? (Comment: Posted on Dal's site on 2/27/2017, but interview was from May 2015)",No sir.
5484,2/25/17,http://dalneitzel.com/2017/02/25/scrapbook-one-hundred-sixty-six-2/," I‰Ûªve also read that you wrote the treasure hunt for an unemployed redneck with 12 kids.  Does this mean that all of those people who are delving into Native American history, Greek mythology etc are looking too deeply?  Can hunters really get to the treasure location with just a good map, the poem, and a decent knowledge of words? (Comment: Posted on Dal's site on 2/27/2017, but interview was from May 2015)"," I wrote the book for everyone who feels a sense of wanderlust. In your last question if you change the last word to geography, my answer would be yes."
5491,2/25/17,http://dalneitzel.com/2017/02/25/scrapbook-one-hundred-sixty-six-2/,"How much progress can be made by someone just thinking and searching the Internet from home? (Another way of saying this: How many clues can only be decoded in situ?) (Comment: Posted on Dal's site on 2/27/2017, but interview was from May 2015)","All of them, in theory, but not likely in practice. A searcher must go to the site to find the treasure."
5498,2/25/17,http://dalneitzel.com/2017/02/25/scrapbook-one-hundred-sixty-six-2/,"People have become fixated on you telling them to bring a sandwich and a flashlight.  Are they just wasting their time focusing on these things as clues? (Comment: Posted on Dal's site on 2/27/2017, but interview was from May 2015)",They certainly are not clues.
5505,2/25/17,http://dalneitzel.com/2017/02/25/scrapbook-one-hundred-sixty-six-2/,"How much more likely are hunters to work out where warm waters halt with the aid of TTOTC, compared to without it? (Comment: Posted on Dal's site on 2/27/2017, but interview was from May 2015)","You sure ask confounding, but insightful questions. The clues are in the poem, but there are hints in the book."
5512,2/25/17,http://dalneitzel.com/2017/02/25/scrapbook-one-hundred-sixty-six-2/,"Can you give me one quote that will inspire my readers that it is possible to find your treasure?  Something to motivate them?  Something to tease them. (Comment: Posted on Dal's site on 2/27/2017, but interview was from May 2015)","Those who solve the first clue are more than half way to the treasure, metaphorically speaking."
5519,3/3/17,http://dalneitzel.com/2017/03/03/scrapbook-one-hundred-sixty-eight/,N/A - Consolidated quotes appearing throughout the article.,"I thought I was the world‰Ûªs greatest fighter pilot just like all twenty-four-year-old recent graduates of pilot training who were long on ego, and short on everything else.\n\nWhen I walked in General Russell Spicer‰Ûªs outer office and asked his secretary if I could please see the general, she asked if I had an appointment. When I said no, she asked me what I wanted. I told her I would like to have permission to fly the general‰Ûªs F-86F. He was Chief of Flying Safety for the entire Air Training Command at Scott Air Force Base, and had no business letting a lowly 2nd Lt. fly his airplane, especially since I had never flown that model before. That‰Ûªs what I had going against me.  I had not met the general but knew him by reputation. Everyone did. He shot down three German airplanes in WW-2 and when his P-51 took battle damage, he was forced to bail out over the English Channel. He floated around in a one-man dinghy for two days, finally washing ashore in France. His hands and feet were frozen when the Germans took him prisoner. As the senior officer in Stalag Luft 1, he gave a speech that the German commander said was ‰ÛÏriotous,‰Û and Spicer was sentenced to six months in solitary confinement and then execution by firing squad. The day before he was to be executed, his POW camp was overrun by Russian soldiers and the Germans fled. Spicer was liberated.  When the general‰Ûªs secretary picked up the phone and said, ‰ÛÏGeneral, I think you should come out here,‰Û most of my cockiness went south, and I suddenly felt like a crippled ant in an elephant parade.\n\nThe general‰Ûªs huge, black mustache startled me because it separated his nose from his mouth in such a commanding way. I wondered if he could intake air. When he grinned at me, and after we saluted, he invited me into his office. ‰ÛÏWhat can I do for you, Sir?‰Û the general asked as he lit his pipe and offered me a seat. I told him my name, and that I was a pilot in the 85th Fighter Interceptor Squadron flying the F-86D, and that one of our hangars was next to where he kept his plane. We talked for a while. I had seen him many times approach the field at 1,500‰Ûª, 250 knots, make a tight pitchout, drop the gear and flaps, and land. To me it was like poetry. His F-86F was the same model that had shot down most of the Migs during the Korean War, and I really wanted to fly it\n\nHe looked at me for a few seconds, then picked up the phone. ‰ÛÏGet my crew chief for me please.‰Û The general said, ‰ÛÏPull my airplane out because Lt. Forrest Fenn is coming down to fly it.‰Û I was really grinning. I thanked him, saluted, and turned to leave when he said, ‰ÛÏDon‰Ûªt you dare break my airplane.‰Û The crew chief stood on the ladder and talked me through the engine start. That must have been 1954, and I flew for about an hour. It was the thrill of my life to fly that airplane. I went back to my squadron thinking I was the world‰Ûªs leading ace. When my boss learned what I had done, he came over and congratulated me, not because I had flown the general‰Ûªs airplane, but because I had guts enough to ask him if I could.\nBut that‰Ûªs not all of the story.\n\nFive years later I saw the general again. He was commander of the 17th Air Force at Wheelus Air Base, Libya, where we had a gunnery school. He remembered some brash Lt. asking to fly his plane, but he didn‰Ûªt remember my name.\n\nThirty years later, the lady who purchased my gallery hired one of General Spicer‰Ûªs sons to be her driver. Is this a small world, or what? f"
5526,2/2/17,http://dalneitzel.com/2017/02/02/scrapbook-one-hundred-sixty-six/,N/A - Consolidated quotes appearing throughout the article.,"At an opening in our art gallery during the mid-eighties, I met a nice young\nmarried couple. They were in their twenties or so, and I‰Ûªm sure of that.\nPeople smiled at the sight of them walking around, holding hands, and\nmunching on the finger things we had near the wine cooler. In subsequent\nweeks I saw them infrequently around town, whispering to each other, and\nholding hands, a sure sign of impending problems.\n\nI don‰Ûªt remember her name, so for some subliminal reason probably, I‰Ûªll call\nher Angel. She was walking toward me one day as I departed the bank on\nPalace Avenue. Her eyes were red, her hair was a gnarling muddle, and she\nwas sobbing uncontrollably. I was startled.\n\nWhen we stopped to talk, and as she smeared a hankie across her face, she\nexplained what a bad person her ex-husband was and that she would never\nrecover from what he did to her. ‰ÛÏIt‰Ûªs been two months, you know.‰Û No, I\ndidn‰Ûªt know, but that was okay.\n\nAfter a long coffee respite at the Plaza Cafe, her emotions subsided\nsomewhat. I learned that Angel was a professional potter who was trying to\nsupport herself in a failing market. I felt terrible, and wondered what I\ncould do to help.\n\nFinally, it came to me. I told her to go make her divorce in the form of a\npot, ‰ÛÏbecause we‰Ûªre going to have a funeral.‰Û She started laughing and\nhugged me, then laughed and hugged me some more. The spell of doom was\nbroken and she hurried away to her studio.\n\nWell, ten days later I was digging a hole at the north end of room block two\nat San Lazaro Pueblo. It was beside a pre-historic path that led down to the\nclay mine. Angel was sniffling into her hankie. It had been an awkward\nforty-five minute drive as I had tried desperately to concentrate on the\nroad.\n\nShe had made the ugliest pottery thing I have ever seen. It was about 18?\nhigh, 10? across, and it reeked with dismal black figures that had sharp\nedges. The iron nails that she had driven periodically around that poor jar\nhad been mostly destroyed and were crumbling as a result of the\nhigh-temperature firing. Angel had written her ex‰Ûªs name in big black\nletters, but I am sure it was misspelled. ‰ÛÏFerd,‰Û it said. I wondered what\nthat was all about.\n\nAfter she threw some things into the pot, I put the lid on, placed it\nreverently into the ground, and covered it up with dirt. Then she started\npiling rocks on the grave. She kept piling them on. I suppose maybe she was\nafraid that somehow her divorce would get out of the hole.\n\nLeaving her alone to conduct the funeral, I walked back to wait in the car.\n\nWell, I‰Ûªve never heard such carrying on. It was so loud! There was yelling\nand sobbing and singing, and screaming maledictions. She spit out a few\nwords, the definitions of which I was not cognizant. During one loud scream\nI heard the word ‰ÛÏFred,‰Û and I think the blossoms started falling from a\nnearby cholla cactus. I quickly rolled my car windows up.  Twenty minutes later, we were driving home. Angel was giggling and her hair\nlooked nice. All of a sudden she rolled the window down, threw her hankie\nout, and looked at me. She just looked at me and smiled. That‰Ûªs all! Wow,\nonce in a while I do something really good. f"
5533,3/11/13,http://abcnews.go.com/blogs/headlines/2013/03/texas-woman-rescued-after-botched-treasure-hunt/,N/A - Consolidated quotes appearing throughout the article.,"I guarantee you, when someone finds that chest, they're gonna be shocked...Don't look any place where a 79- or 80-year-old man could not carry a 42-pound box"
5540,6/23/14,http://www.sbs.com.au/news/article/2014/06/23/millionaire-forrest-fenn-hides-treasure-chest-mountain-it-hoax,N/A - Consolidated quotes appearing throughout the article.,"There are hundreds and hundreds of gold nuggets in that treasure chest. Two of them as big as a chicken egg. If nobody finds the treasure, I promise you, 1,000 years from now, people will still be looking."
5547,5/11/15,http://komonews.com/sponsored/sell-gold/2-million-treasure-hidden-in-rocky-mountains,N/A - Consolidated quotes appearing throughout the article.,"I wanted the monetary value to be a consideration for those who are looking for it, but mostly my motive was to get kids off the couch and away from their texting machines and out in the mountains,"
5554,5/25/16,http://www.m2now.co.nz/1-guy-made-treasure-hunt-actual-chest-treasure-end-heres-first-clues/,N/A - Consolidated quotes appearing throughout the article.,"mostly American eagles and double eagles, hundreds of gold nuggets, some as large as chicken eggs, ancient Chinese carved jade figures, Pre-Columbian gold animal artifacts, lots of rubies, emeralds, sapphires, and diamonds and other things...no need to dig up old outhouses, the treasure is not associated with any structure....Somebody could find it tomorrow and it may not be found for a thousand years. I‰Ûªm looking at the big picture. A lot of people who are searching for the treasure don‰Ûªt see it the same way I do. I would love if someone found it tomorrow but if nobody found it for a hundred years, that‰Ûªs okay with me too."
5561,9/20/15,http://www.dailyrecord.co.uk/news/scottish-news/scottish-adventurer-heads-rocky-mountains-6477003,N/A - Consolidated quotes appearing throughout the article.,"Andrew has a good mind and a better imagination. He‰Ûªs chasing a dream ‰ÛÒ I applaud him for his willingness to act on his ideas. I‰Ûªm amazed so many people have seriously jumped into the hunt for my treasure. I receive emails every day from searchers. At the end of the day, the real treasure has been the experiences I‰Ûªve had because of it. The most rewarding treasures in life are the pleasant surprises that happen upon us, the ones that make our hearts jump a little and put a smile on our faces."
5568,9/16/13,http://news.nationalpost.com/news/the-thrill-of-the-chase-why-forrest-fenn-sparked-a-treasure-hunt-for-3-million-worth-o,N/A - Consolidated quotes appearing throughout the article.,"It had been so much fun building my collection over the decades, why not let others come searching for some of it while I‰Ûªm still here?...There must be a few Indiana Jones types out there, like me, ready to throw a bedroll in the pickup and start searching...They‰Ûªre buffalo, Sundance skulls. They were used in a Plains Indian ceremony....It‰Ûªs the first little arrowhead I found when I was nine years old down in Temple, Texas. That‰Ûªll be the last thing I sell... so many good things to do and not many 15s...That took me 20 years, because I needed a couple more years to get retirement....I never wanted to do anything where my best client gave me a hundred bucks, When you‰Ûªre dealing in necessities, they‰Ûªre labour intensive. I wanted to deal with the top, from movie stars and politicians [including former president Ronald Reagan] to the rancher and the farmer.  I was out after 17-and-a-half years... I have thousands of emails from people, most of them thanking me for getting their family out of the game room... ‰ÛÏI don‰Ûªt even get my publishing costs back, How can it be a hoax when I don‰Ûªt make any money?... What about those whose bones are rotting under the headstones of a thousand wars? Is it fair that no one recalls where those brave French soldiers fell?... nothing but the leftovers of history or an asterisk in a book that was never written. To do something while you‰Ûªre alive so you‰Ûªll be remembered after you‰Ûªre dead is foolhardy. It‰Ûªs like the speeches that are made at funerals about what a wonderful person that guy was. To say something nice about a dead man is a study in futility....And I think it‰Ûªs sad that my children and my grandkids don‰Ûªt know about those kinds of things....they‰Ûªll be amazed at what things were like back then....I can‰Ûªt afford to be a babysitter, Besides, that woman wasn‰Ûªt really lost. When she was ‰Ûªrescued‰Ûª she was walking down the road towards her car. She did spend the night out there in the rocks and it was 35 degrees or something [less than 2C], so it wasn‰Ûªt a waltz in the park, but‰Û_ I could worry about it if I wanted to, but I don‰Ûªt want to,"
5575,8/13/14,http://www.codyenterprise.com/news/local/article_419d78f4-2341-11e4-99a2-0019bb2963f4.html,Regarding a person being banned from YNP for a metal detector and shovel,"I think banning them from the park is going too far. In the big picture of Yellowstone, how terrible is it to have a metal detector in your backpack?"
5582,8/13/14,http://www.codyenterprise.com/news/local/article_419d78f4-2341-11e4-99a2-0019bb2963f4.html,Motivation for hiding the treasure,"I said, ‰Û÷If I‰Ûªve got to go, why don‰Ûªt I just let somebody else have as much fun with this as I‰Ûªve had?"
5589,2/7/15,http://www.santafenewmexican.com/life/features/state-tourism-ad-aims-to-draw-treasure-hunters-but-fenn/article_5abf4aa5-,N/A - Consolidated quotes appearing throughout the article.,It‰Ûªs such a visual site. Emeralds and rubies and diamonds and sapphires and gold and antiques and jade.
5596,9/23/16,http://mysteriouswritings.com/weekly-words-from-forrest-fenn-for-september-23rd-2016/,N/A - Consolidated quotes appearing throughout the article.,If you find the treasure many of your worries will doze off into the sunset. F
5603,3/8/17,http://mysteriouswritings.com/featured-question-with-forrest-fenn-and-the-thrill-of-the-chase-treasure-hunt-books-on-a-s,"Many photos of you in your office show your bookshelves in the background.  Out of the thousands of books that could have been chosen, how did a book get a place on the shelf? ","I‰Ûªm comfortable with books and I spend most of my time now of days in their company. I designed our library around a 26? x 14? Persian rug, which is a 140 year-old Sarouk.\n\nThe right side of my library contains ethnology, archaeology, and anthropology research books. I won‰Ûªt buy any book that doesn‰Ûªt contain photographs.\n\nThe shelves on the left hold books that I think are special, and about 200 of them are unique. Many have signed bindings with letters, drawings, documents, or photographs tipped or bound in.\n\nI am not buying books anymore so my shelves are pretty much set. Thanks for the question. f"
5610,2/19/16,http://mysteriouswritings.com/featured-question-with-forrest-ashton-kutcher/,N/A,"Not really DBC, but some could be famous and I wouldn‰Ûªt know it. My 13 year old granddaughter Piper said that I had finally arrived, because Ashton Kutcher put pictures of me and the treasure chest on his Instagram. She thought it was a big deal. I wonder if anyone knows who Ashton Kutcher is? f"
5617,2/18/17,http://mysteriouswritings.com/featured-question-with-forrest-fenn-and-the-thrill-of-the-chase/,"Hi Forrest, Since posting the Six Questions(2/4/2017), I‰Ûªve heard many are wondering and so am I; ‰Û÷What was the incident you remember when you were just one year old? Would you be willing to share this with us all? Thanks ~jenny","Sure Jenny,\nMy mom had a rub board on which she scrubbed our dirty clothes. It was before we had a washing machine. That work was done in what we called the ‰ÛÏwash room,‰Û and it was outside our house by the garage.\n\nThere was a small wooden stool in there also. It was about 7‰Û high, and my mom used it sometimes when hanging wet clothes on the line. One time she saw me struggling to get on the stool so she lifted me on it and I giggled.\n\nI remember all of that very distinctively. f"
5624,2/19/17,http://mysteriouswritings.com/featured-question-with-forrest-fenn-and-the-thrill-of-the-chase-treasure-hunt-rainy-season,"Dear Forrest,\n\nI receive emails from bloggers who say what a good writer you are while a few are somewhat critical. I wonder if you would like to analyze your writing. It would be nice to know what you think. ~jenny\n\nJenny,","Since I hid my treasure I can‰Ûªt get by with any malfunctions in my writing. I received emails from two English teachers who criticized my use of commas and semi colons, and each one corrected me in a different way. So I just punctuate the way that looks right to me and hope that no one sends me marijuana cookies. But don‰Ûªt you think I should get high marks for doing the best I can?\n\nHere‰Ûªs my first attempt at fiction, and it may contain some errors.\n\nI hope some of your readers will comment about what I did wrong. Please tell them I‰Ûªm taking notes. f"
5631,2/19/17,http://mysteriouswritings.com/featured-question-with-forrest-fenn-and-the-thrill-of-the-chase-treasure-hunt-rainy-season,N/A - Consolidated quotes appearing throughout the article.,"Beautiful Dreamer by Forrest Fenn \n\nThere was this girl who lived just down the block and around the corner. Delores was her name and we were special friends. It didn‰Ûªt take her family long to add up their assets, and that gave me an idea.\n\nThe Senior Prom was coming up and I said if she‰Ûªd make all C grades or better I‰Ûªd give her a new dress for the ball. Her whole face grinned because she was worried she‰Ûªd have to wear her big sister‰Ûªs hand me down pants suit again. I guess it‰Ûªd been handed down a few times already.\n\nBut Delores was still young and didn‰Ûªt have many living experiences so I devised a plan that I hoped would help her grow some trail mojo like me. I started giving her gifts that were nothing good, like a feather one time, and a picture of Johnny Dukakis, and other things like that. And some different colored Wriglets of course. This went on for several weeks.\n\nSure enough, she finally came to me and said to not give her anything else. I had fed her up with junk and I secretly smiled. Ha, now to spring the trap. ‰ÛÏLook,‰Û I said, if you don‰Ûªt want gifts from me anymore lets shake hands and make the deal final so it would be unethical for me to give you things again.‰Û She smiled and we shook.\n\nThen I said ‰ÛÏDelores, I am proud of you for thinking things through and knowing what you want. You are such a wonderful person. But now I can‰Ûªt give you a new dress for the prom, and I can buy myself something nice with that money.‰Û Suddenly her eyes looked like two Texas road maps in the rainy season.\n\nI knew her mother was going to call me and it didn‰Ûªt take her very long for that to happen. She said I was mean and uttered a word I‰Ûªd heard once in the pool hall. I just told her to let Delores figure something out and hung up the phone right then because I didn‰Ûªt want my cell battery to run down.\n\nWell, that very afternoon here came Delores sloshing through the mud and ringing my bell. She said, ‰ÛÏMister Fenn I want to unshake our deal.‰Û ‰ÛÏWhat,‰Û I muttered? She told me that if you can shake to seal a deal you should be able to unshake it away and she went on to explain. ‰ÛÏIf you count a pig‰Ûªs tail as a leg how many legs would the pig have?‰Û I told her ‰ÛÏfive, of course.‰Û She shined and said ‰ÛÏNo, a pig has four legs. Just because you count the tail as a leg doesn‰Ûªt mean it is one,‰Û and she kind of snickered. I thought that was a good analogy so we high-fived three times with our left hand. That, she explained, is how you unshake a deal and I decided her mojo was ok after all.\n\nThe story had a wonderful ending and I‰Ûªm a little proud of myself. The fifteen dollars, plus tax, that I paid for that beautiful dress was the best money I ever spent. f"
5638,2/22/17,http://mysteriouswritings.com/featured-question-with-forrest-fenn-and-the-thrill-of-the-chase-treasure-hunt-photoshop-my,"Dear Mr. Fenn,\n\nThere is talk on the chatter boards that you photoshopped some of the pictures in your TTOTC book. Care to settle that question once and for all? Ollie","Ollie, I have not photoshopped anything because I don‰Ûªt know how, and never had a reason to learn.\n\nOn page 64 of TTOTC our book designer put Skippy in the driver‰Ûªs seat of his car. She searched my photo collection and found just the right one. I watched her size it and was amazed at the process.\n\nIt proved once again that I‰Ûªm not yet ready for the 20th century. A few photos were cropped and some were enlarged, but that‰Ûªs about it, except for the collage on page 133, which was her idea. f"
5645,3/14/17,http://mysteriouswritings.com/featured-question-with-forrest-fenn-and-the-thrill-of-the-chase-treasure-hunt-catsup/,"Mr. Fenn, you were in the military for twenty years and most of us never served. There must be incidents from those days that still stick in your mind. Can you share a few with us?~Thanks, Romnella","Sure Romnella, there are many.\n\nSometimes my memory harkens back to an incident that happened in 1950. I was a new private in the Air Force and was totally overwhelmed by high ranking sergeants. Officers didn‰Ûªt bother me because I rarely saw one.\n\nIn the mess hall one day I opened a new bottle of catsup. When I did, the rim broke in my hand and small fragments of glass fell in on top. I was justifiably appalled and quickly realized that my destiny was at hand. When I approached the Mess Sergeant the six stripes on his sleeve truly intimidated me, mostly because I didn‰Ûªt have any. And his many battle chevrons glared at me with impunity. I was also overawed by the knowledge that he was a survivor of the Bataan Death March.\n\nBut I was duty bound and focused on my mission. ‰ÛÏLook Sergeant,‰Û I pronounced with malplaced authority, ‰ÛÏThis catsup bottle is full of broken glass.‰Û His look told me I should have eaten it anyway.\n\n‰ÛÏWell Private, what the h‰ÛÓ do you want me to do about it? Throw the d‰ÛÓ thing in the trash.‰Û I was slapped in the face by his words. I didn‰Ûªt think I deserved a medal necessarily, but it could be argued that my alertness and quick action had saved a few lives, and in wartime no less.\n\nEighteen years later I was a major in war ravaged Vietnam, when I observed a Master Sergeant dump a fifty-five gallon drum of expensive hydraulic fluid on the ground. When I asked what the h‰ÛÓ he was doing, he told me that he needed the barrel to make a BBQ pit for the troops.\n\nWell, I didn‰Ûªt know what the h‰ÛÓ to say. It was a war zone, and morale was important. I decided to shut up because I was just a Major and he was a Master Sergeant, and I wasn‰Ûªt completely sure who ranked whom. f"
5652,7/14/16,http://mysteriouswritings.com/forrests-surprise-words-find-the-blaze/,"Mr. Forest,\nI was just wondering. If I can find the blase, why should I worry about where warm waters halt? All I need to do is look ‰ÛÏquickly down‰Û like the poem says, and there is the treasure, right? ~ Philadelphia Franklin","That‰Ûªs correct Philly, but that‰Ûªs not a plausible scenario. If you can find a fish already on your hook you needn‰Ûªt go fishing, right?\n\nDon‰Ûªt force those kinds of aberrational thoughts on yourself or you‰Ûªll likely walk back to your car with a very light back pack. f"
5659,7/16/16,http://mysteriouswritings.com/forrests-surprise-words-walking-too-far/,N/A - Consolidated quotes appearing throughout the article.,"A polite-like email from Kristie, who admits to being a desk person, prompts me to say that if you are walking long distances in search of the treasure, you‰Ûªre walking too far. F"
5666,7/17/16,http://mysteriouswritings.com/forrests-surprise-words-alone-in-there/,N/A,"That practice does not suffer a sinister side Sally, It‰Ûªs just that I enjoy the solitude and the company. F"
5673,8/2/16,http://mysteriouswritings.com/forrests-surprise-words-rain-rain-go-away/,N/A - Consolidated quotes appearing throughout the article.,Lots of rain in New Mexico. Some mountain roads are washing downhill. Please be mud aware. F
5680,8/9/16,http://mysteriouswritings.com/forrests-surprise-words-what-you-know-for-sure/,N/A - Consolidated quotes appearing throughout the article.,FF Quotes Mark Twain: ‰ÛÏIt ain‰Ûªt what you don‰Ûªt know that gets you into trouble. It‰Ûªs what you know for sure that just ain‰Ûªt so.‰Û  ~Mark Twain
5687,8/20/16,http://mysteriouswritings.com/forrests-surprise-words-your-spot/,N/A - Consolidated quotes appearing throughout the article.,Don‰Ûªt force the poem to fit your spot. Thank you Mark. F
5694,1/6/17,http://mysteriouswritings.com/the-thrill-of-the-chase-treasure-hunt-and-random-words-from-forrest-fenn/,N/A - Consolidated quotes appearing throughout the article.,"If you don‰Ûªt know where it is, go back to the first clue.f"
5701,8/20/12,www.newsweek.com/forrest-fenn-wants-you-find-his-treasure-and-his-bones-64427,N/A - Consolidated quotes appearing throughout the article.,"I‰Ûªm sure not going to die in a hospital bed...When people find the treasure, they‰Ûªll find my bones...But my bio will be inside so at least they‰Ûªll know who I was...as much fun finding it as I have had all these years collecting it...'You have attained mythical and hallucinogenic proportions in my mind,' typical of a few thousand emails I have received... I‰Ûªve created a monster...well, scheming isn‰Ûªt a good word, but just planning...I wanted to play Monopoly. I wanted to turn one into two and four into nine... I was his disappointment...Grab every banana...He said, son, the train doesn‰Ûªt go by that banana tree but one time, so you reach as far out as you can, because every banana you don‰Ûªt grab is a banana you‰Ûªll never have. And then we walked on in the mud and we picked up some arrowheads...I was thrown out of Pompeii three times, But I found amphora full of olive oil and full of wine...you could find 8,000-year-old spear points, made when the desert was wheat fields, next to a German skeleton or hand grenade or a burned-out tank...In my mind, I‰Ûªve always been the best in the world at collecting cool things....These were U.S. senators, They make the laws...I‰Ûªll trade a bracelet for six rings then give three of the rings for a bracelet and a necklace...What can one person do that might impact life a thousand years from now?...It‰Ûªs (San Lazaro) a retreat for me, a place to get away. I‰Ûªll go out and sit on the medicine rock, drink a Coca-Cola or something, and I can look out and see Coronado coming up Del Char Creek with 13 legionaries in armor and helmets...The key word [in the law] is ‰Û÷discover‰Ûª. We‰Ûªve found bones that might have been human, but we didn‰Ûªt ‰Û÷discover‰Ûª that they were, so we covered them up and moved someplace else...I don‰Ûªt believe you. You didn‰Ûªt feel guilty when you pulled them up....I look cursed to you?...They‰Ûªre in the dark"
5708,8/11/15,https://www.outsideonline.com/2005391/hunt-americas-last-great-treasure,N/A - Consolidated quotes appearing throughout the article.,There‰Ûªs an old saying: ‰Û÷I never knew it was the chase I sought and not the quarry. Isn‰Ûªt that a nice little phrase?...It‰Ûªs a monster that I created with my story
5715,2/28/13,http://www.thedailybeast.com/articles/2013/02/28/if-you-re-hunting-for-forrest-fenn-s-buried-treasure-start-here.html,N/A - Consolidated quotes appearing throughout the article.,"I don‰Ûªt know myself...It‰Ûªs Irish or Scottish or something‰Û_.more than 300 miles west of Toledo‰Û_said in jest...there is no clue there...I get a thrill when I pick up something that hasn‰Ûªt been touched in a thousand years...People who go looking for the treasure should not search where a 79- or 80-year-old man could not take it...10,000 years down the road ... I considered mudslides, forest fires, earthquakes, and floods...I could go right there....too big of a clue...I own the government...I‰Ûªm a taxpayer....Why shouldn‰Ûªt you go in there and pick up a piece of cement? They took all the bodies out of there...There‰Ûªs no place that you can put [the treasure] that under the right circumstances there are not complications,..I‰Ûªm not assuring people of anything. I went out there and hide a treasure chest, and they can go get it. That‰Ûªs it."
